pokedex_id,name,genus,generation,type_1,type_2,num_types,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,ability_1,ability_2,hidden_ability,color,shape,habitat,growth_rate,egg_groups,is_legendary,is_mythical,is_baby,capture_rate,base_happiness,hatch_counter,gender_rate,description,sprite_url,is_dual_type,bmi,attack_defense_ratio,physical_total,special_total,offensive_total,defensive_total,gender_distribution,stat_tier
66,machop,Superpower Pokémon,I,fighting,,1,70,80,50,35,35,35,305,0.8,19.5,61,guts,no-guard,steadfast,gray,upright,mountain,medium-slow,humanshape,False,False,False,180,70,20,2,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,False,30.5,1.6,130,70,150,155,75% Male / 25% Female,Below Average (300-399)
67,machoke,Superpower Pokémon,I,fighting,,1,80,100,70,50,60,45,405,1.5,70.5,142,guts,no-guard,steadfast,gray,humanoid,mountain,medium-slow,humanshape,False,False,False,90,70,20,2,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,False,31.3,1.43,170,110,195,210,75% Male / 25% Female,Average (400-499)
68,machamp,Superpower Pokémon,I,fighting,,1,90,130,80,65,85,55,505,1.6,130.0,227,guts,no-guard,steadfast,gray,humanoid,mountain,medium-slow,humanshape,False,False,False,45,70,20,2,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,False,50.8,1.62,210,150,250,255,75% Male / 25% Female,Strong (500-599)
69,bellsprout,Flower Pokémon,I,grass,poison,2,50,75,35,70,30,40,300,0.7,4.0,60,chlorophyll,,gluttony,green,humanoid,forest,medium-slow,plant,False,False,False,255,70,20,4,A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,True,8.2,2.14,110,100,185,115,50% Male / 50% Female,Below Average (300-399)
70,weepinbell,Flycatcher Pokémon,I,grass,poison,2,65,90,50,85,45,55,390,1.0,6.4,137,chlorophyll,,gluttony,green,blob,forest,medium-slow,plant,False,False,False,120,70,20,4,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,True,6.4,1.8,140,130,230,160,50% Male / 50% Female,Below Average (300-399)
71,victreebel,Flycatcher Pokémon,I,grass,poison,2,80,105,65,100,70,70,490,1.7,15.5,221,chlorophyll,,gluttony,green,blob,forest,medium-slow,plant,False,False,False,45,70,20,4,"Said to live in huge colonies deep in jungles, although no one has ever returned from there.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,True,5.4,1.62,170,170,275,215,50% Male / 50% Female,Average (400-499)
72,tentacool,Jellyfish Pokémon,I,water,poison,2,40,40,35,50,100,70,335,0.9,45.5,67,clear-body,liquid-ooze,rain-dish,blue,tentacles,sea,slow,water3,False,False,False,190,70,20,4,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,True,56.2,1.14,75,150,160,175,50% Male / 50% Female,Below Average (300-399)
73,tentacruel,Jellyfish Pokémon,I,water,poison,2,80,70,65,80,120,100,515,1.6,55.0,180,clear-body,liquid-ooze,rain-dish,blue,tentacles,sea,slow,water3,False,False,False,60,70,20,4,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png,True,21.5,1.08,135,200,250,265,50% Male / 50% Female,Strong (500-599)
74,geodude,Rock Pokémon,I,rock,ground,2,40,80,100,30,30,20,300,0.4,20.0,60,rock-head,sturdy,sand-veil,brown,arms,mountain,medium-slow,mineral,False,False,False,255,70,15,4,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,True,125.0,0.8,180,60,130,170,50% Male / 50% Female,Below Average (300-399)
75,graveler,Rock Pokémon,I,rock,ground,2,55,95,115,45,45,35,390,1.0,105.0,137,rock-head,sturdy,sand-veil,brown,humanoid,mountain,medium-slow,mineral,False,False,False,120,70,15,4,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,True,105.0,0.83,210,90,175,215,50% Male / 50% Female,Below Average (300-399)
76,golem,Megaton Pokémon,I,rock,ground,2,80,120,130,55,65,45,495,1.4,300.0,223,rock-head,sturdy,sand-veil,brown,humanoid,mountain,medium-slow,mineral,False,False,False,45,70,15,4,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,True,153.1,0.92,250,120,220,275,50% Male / 50% Female,Average (400-499)
77,ponyta,Fire Horse Pokémon,I,fire,,1,50,85,55,65,65,90,410,1.0,30.0,82,run-away,flash-fire,flame-body,yellow,quadruped,grassland,medium,ground,False,False,False,190,70,20,4,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,False,30.0,1.55,140,130,240,170,50% Male / 50% Female,Average (400-499)
78,rapidash,Fire Horse Pokémon,I,fire,,1,65,100,70,80,80,105,500,1.7,95.0,175,run-away,flash-fire,flame-body,yellow,quadruped,grassland,medium,ground,False,False,False,60,70,20,4,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,False,32.9,1.43,170,160,285,215,50% Male / 50% Female,Strong (500-599)
79,slowpoke,Dopey Pokémon,I,water,psychic,2,90,65,65,40,40,15,315,1.2,36.0,63,oblivious,own-tempo,regenerator,pink,quadruped,waters-edge,medium,"monster, water1",False,False,False,190,70,20,4,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,True,25.0,1.0,130,80,120,195,50% Male / 50% Female,Below Average (300-399)
80,slowbro,Hermit Crab Pokémon,I,water,psychic,2,95,75,110,100,80,30,490,1.6,78.5,172,oblivious,own-tempo,regenerator,pink,upright,waters-edge,medium,"monster, water1",False,False,False,75,70,20,4,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,True,30.7,0.68,185,180,205,285,50% Male / 50% Female,Average (400-499)
81,magnemite,Magnet Pokémon,I,electric,steel,2,25,35,70,95,55,45,325,0.3,6.0,65,magnet-pull,sturdy,analytic,gray,arms,rough-terrain,medium,mineral,False,False,False,190,70,20,-1,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,True,66.7,0.5,105,150,175,150,Genderless,Below Average (300-399)
82,magneton,Magnet Pokémon,I,electric,steel,2,50,60,95,120,70,70,465,1.0,60.0,163,magnet-pull,sturdy,analytic,gray,heads,rough-terrain,medium,mineral,False,False,False,60,70,20,-1,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,True,60.0,0.63,155,190,250,215,Genderless,Average (400-499)
83,farfetchd,Wild Duck Pokémon,I,normal,flying,2,52,90,55,58,62,60,377,0.8,15.0,132,keen-eye,inner-focus,defiant,brown,wings,grassland,medium,"flying, ground",False,False,False,45,70,20,4,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,True,23.4,1.64,145,120,208,169,50% Male / 50% Female,Below Average (300-399)
84,doduo,Twin Bird Pokémon,I,normal,flying,2,35,85,45,35,35,75,310,1.4,39.2,62,run-away,early-bird,tangled-feet,brown,legs,grassland,medium,flying,False,False,False,190,70,20,4,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,True,20.0,1.89,130,70,195,115,50% Male / 50% Female,Below Average (300-399)
85,dodrio,Triple Bird Pokémon,I,normal,flying,2,60,110,70,60,60,110,470,1.8,85.2,165,run-away,early-bird,tangled-feet,brown,legs,grassland,medium,flying,False,False,False,45,70,20,4,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,True,26.3,1.57,180,120,280,190,50% Male / 50% Female,Average (400-499)
86,seel,Sea Lion Pokémon,I,water,,1,65,45,55,45,70,45,325,1.1,90.0,65,thick-fat,hydration,ice-body,white,fish,sea,medium,"water1, ground",False,False,False,190,70,20,4,The protruding horn on its head is very hard. It is used for bashing through thick ice.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,False,74.4,0.82,100,115,135,190,50% Male / 50% Female,Below Average (300-399)
87,dewgong,Sea Lion Pokémon,I,water,ice,2,90,70,80,70,95,70,475,1.7,120.0,166,thick-fat,hydration,ice-body,white,fish,sea,medium,"water1, ground",False,False,False,75,70,20,4,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,True,41.5,0.88,150,165,210,265,50% Male / 50% Female,Average (400-499)
88,grimer,Sludge Pokémon,I,poison,,1,80,80,50,40,50,25,325,0.9,30.0,65,stench,sticky-hold,poison-touch,purple,arms,urban,medium,indeterminate,False,False,False,190,70,20,4,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,False,37.0,1.6,130,90,145,180,50% Male / 50% Female,Below Average (300-399)
89,muk,Sludge Pokémon,I,poison,,1,105,105,75,65,100,50,500,1.2,30.0,175,stench,sticky-hold,poison-touch,purple,arms,urban,medium,indeterminate,False,False,False,75,70,20,4,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,False,20.8,1.4,180,165,220,280,50% Male / 50% Female,Strong (500-599)
90,shellder,Bivalve Pokémon,I,water,,1,30,65,100,45,25,40,305,0.3,4.0,61,shell-armor,skill-link,overcoat,purple,ball,sea,slow,water3,False,False,False,190,70,20,4,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,False,44.4,0.65,165,70,150,155,50% Male / 50% Female,Below Average (300-399)
91,cloyster,Bivalve Pokémon,I,water,ice,2,50,95,180,85,45,70,525,1.5,132.5,184,shell-armor,skill-link,overcoat,purple,ball,sea,slow,water3,False,False,False,60,70,20,4,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,True,58.9,0.53,275,130,250,275,50% Male / 50% Female,Strong (500-599)
92,gastly,Gas Pokémon,I,ghost,poison,2,30,35,30,100,35,80,310,1.3,0.1,62,levitate,,,purple,ball,cave,medium-slow,indeterminate,False,False,False,190,70,20,4,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,True,0.1,1.17,65,135,215,95,50% Male / 50% Female,Below Average (300-399)
93,haunter,Gas Pokémon,I,ghost,poison,2,45,50,45,115,55,95,405,1.6,0.1,142,levitate,,,purple,arms,cave,medium-slow,indeterminate,False,False,False,90,70,20,4,"Because of its ability to slip through block walls, it is said to be from an­ other dimension.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png,True,0.0,1.11,95,170,260,145,50% Male / 50% Female,Average (400-499)
94,gengar,Shadow Pokémon,I,ghost,poison,2,60,65,60,130,75,110,500,1.5,40.5,225,cursed-body,,,purple,upright,cave,medium-slow,indeterminate,False,False,False,45,70,20,4,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png,True,18.0,1.08,125,205,305,195,50% Male / 50% Female,Strong (500-599)
95,onix,Rock Snake Pokémon,I,rock,ground,2,35,45,160,30,45,70,385,8.8,210.0,77,rock-head,sturdy,weak-armor,gray,squiggle,cave,medium,mineral,False,False,False,45,70,25,4,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,True,2.7,0.28,205,75,145,240,50% Male / 50% Female,Below Average (300-399)
96,drowzee,Hypnosis Pokémon,I,psychic,,1,60,48,45,43,90,42,328,1.0,32.4,66,insomnia,forewarn,inner-focus,yellow,humanoid,grassland,medium,humanshape,False,False,False,190,70,20,4,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,False,32.4,1.07,93,133,133,195,50% Male / 50% Female,Below Average (300-399)
97,hypno,Hypnosis Pokémon,I,psychic,,1,85,73,70,73,115,67,483,1.6,75.6,169,insomnia,forewarn,inner-focus,yellow,humanoid,grassland,medium,humanshape,False,False,False,75,70,20,4,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,False,29.5,1.04,143,188,213,270,50% Male / 50% Female,Average (400-499)
98,krabby,River Crab Pokémon,I,water,,1,30,105,90,25,25,50,325,0.4,6.5,65,hyper-cutter,shell-armor,sheer-force,red,armor,waters-edge,medium,water3,False,False,False,225,70,20,4,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,False,40.6,1.17,195,50,180,145,50% Male / 50% Female,Below Average (300-399)
99,kingler,Pincer Pokémon,I,water,,1,55,130,115,50,50,75,475,1.3,60.0,166,hyper-cutter,shell-armor,sheer-force,red,armor,waters-edge,medium,water3,False,False,False,60,70,20,4,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,False,35.5,1.13,245,100,255,220,50% Male / 50% Female,Average (400-499)
100,voltorb,Ball Pokémon,I,electric,,1,40,30,50,55,55,100,330,0.5,10.4,66,soundproof,static,aftermath,red,ball,urban,medium,mineral,False,False,False,190,70,20,-1,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,False,41.6,0.6,80,110,185,145,Genderless,Below Average (300-399)
101,electrode,Ball Pokémon,I,electric,,1,60,50,70,80,80,150,490,1.2,66.6,172,soundproof,static,aftermath,red,ball,urban,medium,mineral,False,False,False,60,70,20,-1,It stores electric energy under very high pressure. It often explodes with little or no provocation.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,False,46.2,0.71,120,160,280,210,Genderless,Average (400-499)
102,exeggcute,Egg Pokémon,I,grass,psychic,2,60,40,80,60,45,40,325,0.4,2.5,65,chlorophyll,,harvest,pink,heads,forest,slow,plant,False,False,False,90,70,20,4,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png,True,15.6,0.5,120,105,140,185,50% Male / 50% Female,Below Average (300-399)
103,exeggutor,Coconut Pokémon,I,grass,psychic,2,95,95,85,125,75,55,530,2.0,120.0,186,chlorophyll,,harvest,yellow,legs,forest,slow,plant,False,False,False,45,70,20,4,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,True,30.0,1.12,180,200,275,255,50% Male / 50% Female,Strong (500-599)
104,cubone,Lonely Pokémon,I,ground,,1,50,50,95,40,50,35,320,0.4,6.5,64,rock-head,lightning-rod,battle-armor,brown,upright,mountain,medium,monster,False,False,False,190,70,20,4,"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,False,40.6,0.53,145,90,125,195,50% Male / 50% Female,Below Average (300-399)
105,marowak,Bone Keeper Pokémon,I,ground,,1,60,80,110,50,80,45,425,1.0,45.0,149,rock-head,lightning-rod,battle-armor,brown,upright,mountain,medium,monster,False,False,False,75,70,20,4,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,False,45.0,0.73,190,130,175,250,50% Male / 50% Female,Average (400-499)
106,hitmonlee,Kicking Pokémon,I,fighting,,1,50,120,53,35,110,87,455,1.5,49.8,159,limber,reckless,unburden,brown,humanoid,urban,medium,humanshape,False,False,False,45,70,25,0,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,False,22.1,2.26,173,145,242,213,Always Male,Average (400-499)
